,handle,text,is_retweet,retweet_count,favorite_count,sentiment
607,HillaryClinton,"['know', 'love', 'trump', 'hate', 'hillari']",False,963,3250,neutral
608,HillaryClinton,"['want', 'higher', 'wage', 'better', 'benefit', 'vote', 'hillari', 'clinton']",False,953,2622,positive
609,HillaryClinton,"['guy', 'donald', 'trump', 'boo', 'vote']",False,843,2233,neutral
610,HillaryClinton,"['believ', 'never', 'man', 'woman', 'qualifi', 'hillari', 'clinton', 'serv', 'presid']",False,1645,5362,neutral
611,HillaryClinton,"['leader', 'got', 'real', 'plan', 'break', 'barrier', 'blast', 'glass', 'ceil', 'hillari']",False,857,2390,negative
612,HillaryClinton,"['say', 'realli', 'elect', 'hillari', 'clinton', 'go', 'motion']",False,1312,4468,neutral
613,HillaryClinton,"['choic', 'make', 'make', 'week', 'today', 'determin', 'direct', 'countri', 'long', 'time']",False,1485,4356,neutral
614,HillaryClinton,"['lift', 'million', 'peopl', 'poverti', 'largest', 'one', 'year', 'drop', 'poverti', 'sinc']",False,1400,3771,negative
615,HillaryClinton,"['even', 'though', 'run', 'last', 'campaign', 'go', 'work', 'hard', 'fall', 'elect', 'hillari', 'clinton']",False,1265,4350,negative
616,HillaryClinton,"['could', 'prouder', 'leader', 'nomin', 'take', 'place', 'hillari']",False,1301,4038,neutral
617,HillaryClinton,"['day', 'elect', 'day', 'back', 'trail', 'hillari', 'philli', 'watch', 'live']",False,636,2263,neutral
618,HillaryClinton,"['everi', 'woman', 'countri', 'deserv', 'free', 'harm', 'fear', 'proud', 'celebr', 'year', 'violenc', 'woman', 'act', 'joe']",True,3520,9472,neutral
619,HillaryClinton,"['muslim', 'celebr', 'eid', 'al', 'adha', 'festiv', 'sacrif', 'chariti', 'amp', 'feed', 'poor', 'let', 'reflect', 'share', 'valu', 'eid', 'mubarak', 'h']",False,3381,8895,negative
620,HillaryClinton,"['pay', 'play', 'act', 'make', 'donat', 'politician', 'help', 'see', 'donald', 'trump']",False,4565,6693,neutral
621,HillaryClinton,"['seem', 'economi', 'better', 'democrat', 'republican', 'donald', 'trump', 'march']",False,3646,6192,positive
622,HillaryClinton,"['hbcu', 'plan', 'realli', 'smart', 'address', 'mani', 'critic', 'issu', 'around', 'access', 'amp', 'debt', 'impress']",True,469,1117,positive
623,realDonaldTrump,"['join', 'u', 'today', 'togeth']",False,5259,15825,neutral
624,HillaryClinton,"['question', 'trump', 'foundat', 'donald', 'use', 'stop', 'investig', 'fraud']",False,3322,4880,negative
625,realDonaldTrump,"['head', 'iowa', 'join', 'today', 'noon', 'ticket']",False,4182,14663,neutral
626,HillaryClinton,"['right', 'pull', 'tournament', 'game', 'north', 'carolina', 'anti', 'lgbt', 'hb', 'law', 'discrimin', 'place', 'america', 'h']",False,4684,15462,neutral
627,HillaryClinton,"['trump', 'say', 'lead', 'nation', 'low', 'opinion', 'citizen', 'trump', 'also', 'said']",False,8889,13749,positive
628,realDonaldTrump,"['join', 'clive', 'iowa', 'tomorrow', 'noon', 'ticket']",False,4209,13850,neutral
629,HillaryClinton,"['one', 'candid', 'race', 'plan', 'tackl', 'issu', 'see', 'plan', 'would', 'help']",False,780,2072,neutral
630,HillaryClinton,"['quick', 'search', 'trump', 'websit', 'show', 'top', 'mention', 'student', 'debt', 'colleg', 'attack', 'solut']",False,1269,2934,negative
631,HillaryClinton,"['student', 'debt', 'cost', 'colleg', 'incr', 'import', 'donald', 'trump', 'talk', 'issu']",False,1124,1815,negative
632,HillaryClinton,"['student', 'debt', 'major', 'drag', 'economi', 'hold', 'peopl', 'back', 'move', 'forward', 'life']",False,704,1852,negative
633,HillaryClinton,"['also', 'need', 'tackl', 'student', 'debt', 'crisi', 'help', 'like', 'alreadi', 'borrow']",False,521,1497,neutral
634,HillaryClinton,"['cost', 'attend', 'hbcu', 'never', 'prevent', 'anyon', 'attend', 'one']",False,422,938,neutral
635,HillaryClinton,"['pay', 'colleg', 'end', 'tuition', 'need', 'help', 'student', 'pay', 'cost', 'like', 'book', 'hou']",False,677,1536,positive
636,HillaryClinton,"['worri', 'common', 'need', 'make', 'attend', 'commun', 'colleg', 'complet', 'tuition', 'free']",False,519,1357,positive
637,HillaryClinton,"['make', 'state', 'colleg', 'univ', 'tuition', 'free', 'famili', 'make', 'year', 'help', 'famili']",False,1319,3271,positive
638,HillaryClinton,"['need', 'make', 'colleg', 'debt', 'free', 'take', 'loan', 'drastic', 'measur', 'attend', 'colleg']",False,736,2030,negative
639,HillaryClinton,"['young', 'peopl', 'say', 'two', 'thing', 'colleg', 'expen', 'student', 'debt', 'crush', 'go', 'help']",False,2587,7919,negative
640,realDonaldTrump,"['saw', 'ur', 'speech', 'twitter', 'u', 'give', 'hope', 'optim', 'feel', 'though', 'room', 'u', 'pray', 'ur', 'success']",False,5247,19747,positive
641,realDonaldTrump,"['got', 'back', 'ashevil', 'north', 'carolina', 'massiv', 'ralli', 'spirit', 'crowd', 'unbeliev', 'thank']",False,8089,31963,positive
642,HillaryClinton,"['student', 'debt', 'collector', 'would', 'realli', 'like', 'vote', 'hillari']",False,1395,3319,neutral
643,HillaryClinton,"['trump', 'foundat', 'arrang', 'work', 'maximum', 'benefit', 'minimum', 'sacrif']",False,2522,4328,positive
644,HillaryClinton,"['say', 'kkk', 'deplor', 'busi', 'run', 'countri']",False,14976,27004,negative
645,HillaryClinton,"['lead', 'nation', 'low', 'opinion', 'citizen', 'donald', 'trump']",False,16979,26894,positive
646,HillaryClinton,"['like', 'anyon', 'ever', 'home', 'sick', 'work', 'anxiou', 'get', 'back', 'see', 'trail', 'soon', 'h']",False,5072,20242,positive
647,HillaryClinton,"['thank', 'everyon', 'reach', 'well', 'wish', 'feel', 'fine', 'get', 'better', 'h']",False,9942,49520,positive
648,HillaryClinton,"['tuition', 'book', 'room', 'board', 'food', 'colleg', 'add', 'want', 'help', 'save']",True,615,1403,neutral
649,HillaryClinton,"['debt', 'hold', 'peopl', 'back', 'go', 'colleg', 'let', 'make', 'sure']",False,1734,4986,negative
650,HillaryClinton,"['trump', 'call', 'trillion', 'dollar', 'tax', 'cut', 'wall', 'street', 'time', 'pay', 'fair', 'share']",False,2011,4952,positive
651,HillaryClinton,"['lead', 'chariti', 'watchdog', 'agr', 'work', 'earn', 'highest', 'mark', 'across', 'board']",True,1665,3218,positive
652,HillaryClinton,"['whether', 'student', 'debt', 'prepar', 'school', 'see', 'much', 'colleg', 'plan', 'could', 'save']",False,1139,2809,negative
653,realDonaldTrump,"['stop', 'thank', 'tremend', 'men', 'amp', 'woman', 'hard', 'work']",False,9307,31790,positive
654,HillaryClinton,"['senat', 'tim', 'kain', 'everyon', 'deserv', 'afford', 'higher', 'educ']",True,833,2079,positive
655,HillaryClinton,"['report', 'hillari', 'email', 'left', 'basi', 'fact', 'veer', 'danger', 'territori']",False,1652,4533,negative
656,HillaryClinton,"['introduc', 'colleg', 'calcul', 'find', 'much', 'hillari', 'plan', 'could', 'save', 'famili', 'student', 'loan']",False,1528,3093,neutral
657,HillaryClinton,"['trump', 'use', 'foundat', 'pay', 'thing', 'peopl', 'money']",False,2985,5149,neutral
658,realDonaldTrump,['enjoy'],False,2364,11736,positive
659,realDonaldTrump,['interview'],False,3146,15094,neutral
660,realDonaldTrump,[],False,11791,29397,neutral
661,HillaryClinton,"['never', 'forget', 'horror', 'septemb', 'today', 'let', 'honor', 'live', 'tremend', 'spirit', 'victim', 'respond', 'h']",False,13040,36500,positive
662,HillaryClinton,"['trump', 'spent', 'money', 'earmark', 'charit', 'purpo', 'buy', 'six', 'foot', 'tall', 'paint']",False,6625,9458,neutral
663,HillaryClinton,['read'],True,1942,8220,neutral
664,HillaryClinton,"['stori', 'vastli', 'exceed', 'boundari', 'fact', 'report', 'hillari', 'email']",False,3007,6909,positive
665,HillaryClinton,"['star', 'trump', 'fdn', 'fine', 'ir', 'illeg', 'polit', 'donat']",True,2237,3122,positive
666,realDonaldTrump,"['seriou', 'fail', 'despit', 'much', 'win', 'poll', 'number', 'soon', 'put', 'first', 'place', 'write', 'dishonest', 'hit']",False,8029,28617,negative
667,HillaryClinton,"['rememb', 'becom', 'presid', 'donald', 'trump', 'would', 'u', 'economi', 'hand']",False,6357,10235,neutral
668,realDonaldTrump,"['hillari', 'clinton', 'moment', 'terribl', 'thing', 'said', 'mani', 'great', 'american']",False,15750,45862,positive
669,HillaryClinton,"['use', 'chariti', 'money', 'buy', 'six', 'foot', 'tall', 'paint']",True,7060,6701,neutral
670,realDonaldTrump,"['rt', 'agr', 'need', 'presid', 'fight', 'american', 'one', 'write', 'nearli', 'half', 'countri']",True,27727,29489,neutral
671,HillaryClinton,"['donald', 'trump', 'win', 'kid', 'lose']",True,1301,2017,neutral
672,HillaryClinton,"['except', 'african', 'american', 'muslim', 'latino', 'immigr', 'woman', 'veteran', 'call', 'loser', 'dummi']",False,50970,87633,negative
673,realDonaldTrump,"['hillari', 'said', 'horribl', 'thing', 'support', 'mani', 'support', 'never', 'vote', 'still', 'respect']",False,25877,71698,positive
674,HillaryClinton,"['stop', 'call', 'bigotri', 'racist', 'rhetor', 'campaign', 'hillari']",False,13300,31566,negative
675,HillaryClinton,"['hillari', 'faith', 'drive', 'good', 'peopl', 'way']",False,4164,11571,positive
676,realDonaldTrump,"['realli', 'sad', 'republican', 'would', 'allow', 'use', 'clinton', 'ad', 'lindsey', 'graham', 'romney', 'flake', 'sas', 'suprem', 'court', 'rememb']",False,12132,36449,negative
677,HillaryClinton,"['next', 'presid', 'need', 'everyth', 'possibl', 'make', 'life', 'littl', 'easier', 'work', 'parent']",False,2765,8521,positive
678,realDonaldTrump,"['wow', 'hillari', 'clinton', 'insult', 'support', 'million', 'amaz', 'hard', 'work', 'peopl', 'think', 'cost', 'poll']",False,21987,62361,positive
679,realDonaldTrump,"['missouri', 'today', 'melania', 'funer', 'wonder', 'truli', 'respect', 'woman', 'phylli']",False,6057,24673,positive
680,realDonaldTrump,"['watch', 'obviou', 'toni', 'total', 'whack', 'job']",False,2447,10498,neutral
681,realDonaldTrump,"['return', 'pensacola', 'florida', 'crowd', 'incr']",False,4782,21270,neutral
682,realDonaldTrump,"['havn', 'seen', 'mani', 'year', 'hardli', 'know', 'never', 'like', 'style', 'super', 'lib', 'crook', 'h', 'support', 'irrelev', 'dope']",False,4370,17421,positive
683,realDonaldTrump,"['dummi', 'writer', 'want', 'second', 'book', 'year', 'said', 'hostil', 'basket', 'case', 'feel', 'jilt']",False,4430,16879,neutral
684,HillaryClinton,"['woman', 'seen', 'differ', 'len', 'hillari']",False,2027,5807,neutral
685,realDonaldTrump,"['thank', 'florida', 'go', 'make', 'america', 'great', 'join', 'u']",False,7012,20318,positive
686,HillaryClinton,"['thank', 'brave', 'astrid', 'go', 'everyth', 'keep', 'famili', 'like', 'togeth', 'h']",False,3015,9854,positive
687,HillaryClinton,"['let', 'trump', 'manifest', 'unfit', 'offic', 'becom', 'normal', 'need', 'hold', 'account']",False,2214,5798,negative
688,HillaryClinton,"['hillari', 'talk', 'need', 'love', 'kind', 'live', 'mean']",False,2968,7940,positive
689,realDonaldTrump,"['deliv', 'major', 'speech', 'tonight', 'live', 'pm', 'pensacola', 'florida']",False,3591,14762,neutral
690,realDonaldTrump,"['thank', 'ohio', 'togeth', 'make', 'america', 'great']",False,8581,23027,positive
691,realDonaldTrump,"['great', 'honor', 'endor', 'popular', 'amp', 'success', 'va', 'state', 'much', 'want', 'win', 'thx', 'jim']",False,7791,22035,positive
692,HillaryClinton,"['join', 'activist', 'across', 'countri', 'support', 'lgbt', 'right', 'novemb']",False,740,1838,positive
693,HillaryClinton,"['dnc', 'press', 'secretari', 'becam', 'first', 'openli', 'tran', 'person', 'speak', 'convent']",False,1440,5266,neutral
694,realDonaldTrump,"['make', 'america', 'great']",False,9976,21857,positive
695,HillaryClinton,"['appal', 'behavior', 'well', 'fargo', 'exactli', 'need', 'strong', 'let', 'trump', 'dismantl']",False,1851,4757,positive
696,HillaryClinton,"['let', 'send', 'donald', 'trump', 'power', 'messag', 'elect', 'day']",False,2869,6748,neutral
697,HillaryClinton,"['woman', 'like', 'elain', 'serv', 'countri', 'blaze', 'trail', 'other', 'follow', 'earn', 'highest', 'honor']",False,1456,4059,positive
698,HillaryClinton,"['north', 'korea', 'deci', 'conduct', 'anoth', 'nuclear', 'test', 'outrag', 'unaccept']",False,2397,6048,neutral
699,HillaryClinton,"['watch', 'live', 'campaign', 'hillari', 'philadelphia']",False,670,1790,neutral
700,realDonaldTrump,"['henri', 'mcmaster', 'lt', 'governor', 'south', 'carolina', 'endor', 'beat', 'fail', 'announc', 'bakari', 'seller', 'badli', 'funni']",False,5184,17485,negative
701,HillaryClinton,"['want', 'see', 'corrupt', 'actual', 'look', 'like']",False,2818,4240,neutral
702,realDonaldTrump,"['join', 'saturday', 'nation', 'day', 'action', 'work']",True,4134,11181,positive
703,HillaryClinton,"['comprehen', 'secret', 'counterterror', 'plan', 'look', 'like']",False,923,2494,positive
704,HillaryClinton,"['confront', 'challeng', 'like', 'zika', 'come', 'togeth', 'time', 'republican', 'fund', 'fight']",False,1326,3325,neutral
705,realDonaldTrump,"['jeff', 'zucker', 'fail', 'fail']",False,4535,14841,negative
706,HillaryClinton,"['ever', 'wonder', 'hillari', 'like', 'friend', 'could', 'ask', 'janel']",False,3285,8125,positive
707,realDonaldTrump,"['unwatch', 'news', 'fiction', 'disgrac', 'broadcast', 'industri', 'arm', 'clinton', 'campaign']",False,15768,43883,negative
708,HillaryClinton,"['make', 'wrong', 'choic', 'climat', 'chang', 'would', 'disast', 'kid', 'grandkid']",False,3951,10382,negative
709,realDonaldTrump,"['documentari', 'air', 'total', 'wast', 'time', 'even', 'know', 'mani', 'peopl', 'spoke', 'joke']",False,8269,27108,negative
710,HillaryClinton,"['next', 'time', 'trump', 'throw', 'tantrum', 'pictur', 'situat', 'room', 'make', 'life', 'death', 'deci', 'u']",False,10433,18712,negative
711,realDonaldTrump,"['final', 'poll', 'result', 'nbc', 'last', 'night', 'command', 'chief', 'forum', 'thank']",False,10735,27943,positive
712,HillaryClinton,"['import', 'qualiti', 'presid', 'command', 'chief', 'steadi', 'absolut', 'rock', 'solid', 'steadi']",False,4297,10138,positive
713,HillaryClinton,"['unlik', 'trump', 'plan', 'defeat', 'isi', 'secret']",False,1197,3159,positive
714,realDonaldTrump,"['matt', 'lauer', 'hurt', 'hillari', 'last', 'night', 'dumb', 'answer', 'email', 'amp', 'veteran', 'said', 'jail']",False,15285,44543,negative
715,realDonaldTrump,"['poll', 'result', 'last', 'night', 'command', 'chief', 'forum']",False,10513,26036,neutral
716,HillaryClinton,"['need', 'presid', 'justic', 'love', 'kind', 'walk', 'humbl']",False,2851,9909,positive
717,HillaryClinton,"['need', 'presid', 'understand', 'none', 'u', 'answer', 'one', 'person', 'fix', 'problem', 'alon']",False,2199,7806,negative
718,HillaryClinton,"['everyon', 'stumbl', 'stoni', 'road', 'grace', 'lift', 'u', 'grace', 'lead', 'u', 'home', 'hillari']",False,1642,5680,positive
719,HillaryClinton,"['humil', 'someth', 'hear', 'much', 'polit', 'none', 'u', 'perfect', 'hillari']",False,1607,5470,positive
720,HillaryClinton,"['good', 'peopl', 'way', 'long']",False,4261,11941,positive
721,HillaryClinton,"['elect', 'import', 'anyon', 'sit', 'sidelin', 'make', 'sure', 'friend', 'regist', 'vote']",False,1772,4369,neutral
722,HillaryClinton,"['let', 'beat', 'back', 'assault', 'vote', 'right', 'blast', 'jim', 'crow', 'past', 'must', 'stop', 'expand', 'vote', 'right', 'instead']",False,1515,4845,positive
723,HillaryClinton,"['everi', 'child', 'abl', 'live', 'god', 'given', 'potenti', 'matter', 'come', 'look', 'like', 'love']",False,1901,6112,positive
724,HillaryClinton,"['togeth', 'face', 'head', 'realiti', 'system', 'racism', 'work', 'reform', 'crimin', 'justic', 'system']",False,983,2811,positive
725,HillaryClinton,"['rosa', 'park', 'open', 'everi', 'seat', 'bu', 'job', 'creat', 'good', 'job', 'everyon', 'afford', 'fare']",False,1334,4790,positive
726,HillaryClinton,"['none', 'u', 'sit', 'back', 'epidem', 'gun', 'violenc', 'ravag', 'countri']",False,1529,3718,neutral
727,HillaryClinton,"['work', 'togeth', 'make', 'sure', 'everi', 'child', 'clean', 'water', 'drink', 'air', 'breath', 'good', 'school', 'matter', 'zip', 'code']",False,1264,4585,positive
728,HillaryClinton,"['thank', 'love', 'peopl', 'especi', 'least', 'last', 'lost', 'among', 'u', 'hillari']",False,823,3046,positive
729,HillaryClinton,"['anyon', 'look', 'african', 'american', 'commun', 'see', 'poverti', 'crime', 'despair', 'miss', 'much']",False,3996,10566,negative
730,HillaryClinton,"['hillari', 'talk', 'faith', 'live', 'kansa', 'citi', 'watch']",False,386,1208,positive
731,HillaryClinton,"['come', 'mental', 'health', 'help', 'focu', 'treatment', 'judgment']",True,1289,3333,neutral
732,HillaryClinton,"['way', 'donald', 'trump', 'prove', 'readi', 'command', 'chief', 'le', 'minut']",False,1335,2820,neutral
733,realDonaldTrump,"['last', 'night', 'result', 'poll', 'taken', 'nbc']",False,15838,38028,neutral
734,HillaryClinton,"['hillari', 'chat', 'favorit', 'book', 'handl', 'critic', 'life', 'trail', 'episod', 'listen']",False,672,1803,negative
735,HillaryClinton,"['hillari', 'cree', 'que', 'la', 'verdadera', 'fuerza', 'se', 'encuentra', 'en', 'lo', 'que', 'hacemo', 'por', 'lo', 'demá', 'vea', 'nuestro', 'nuevo', 'anuncio']",True,640,1261,neutral
736,realDonaldTrump,"['lui', 'mexico', 'unit', 'state', 'would', 'made', 'wonder', 'deal', 'togeth', 'mexico', 'u', 'would', 'benefit']",False,5009,17285,positive
737,realDonaldTrump,"['mexico', 'lost', 'brilliant', 'financ', 'minist', 'wonder', 'man', 'know', 'highli', 'respect', 'presid', 'peña', 'nieto']",False,4896,17623,positive
738,HillaryClinton,"['last', 'night', 'forum', 'trump', 'disrespect', 'gener', 'countri', 'woman', 'militari', 'prai', 'putin']",False,6514,10752,negative
739,HillaryClinton,"['build', 'futur', 'stronger', 'togeth', 'american', 'text', 'join', 'get', 'involv']",False,502,1450,positive
740,HillaryClinton,"['command', 'chief', 'trash', 'countri', 'cherish', 'valu', 'defend', 'hillari']",False,1051,2995,neutral
741,HillaryClinton,"['go', 'guarant', 'equal', 'pay', 'woman', 'long', 'overdu']",False,686,1601,neutral
742,HillaryClinton,"['best', 'way', 'stand', 'vote', 'right', 'get', 'regist']",False,609,1077,positive
743,HillaryClinton,"['hillari', 'speak', 'north', 'carolina', 'vision', 'build', 'economi', 'work', 'everyon', 'tune']",False,746,2422,positive
744,realDonaldTrump,"['hillari', 'clinton', 'answer', 'email', 'question', 'differ', 'last', 'night', 'past', 'total', 'confu', 'unfit', 'serv']",False,10678,31255,negative
745,HillaryClinton,"['hillari', 'clinton', 'support', 'bill', 'would', 'protect', 'benefit', 'former', 'coal', 'miner']",True,1112,1818,positive
746,HillaryClinton,"['hillari', 'last', 'democrat', 'endor', 'fdr']",False,1485,3461,neutral
747,HillaryClinton,"['hou', 'reject', 'h', 'r', 'roll', 'back', 'import', 'rule', 'wall', 'street', 'money', 'manag', 'put', 'worker', 'retir', 'risk']",True,488,1098,negative
748,realDonaldTrump,"['hillari', 'gave', 'disastr', 'news', 'confer', 'tarmac', 'make', 'poor', 'perform', 'last', 'night', 'decim', 'medium']",False,11264,35998,negative
749,realDonaldTrump,"['last', 'night', 'winner', 'clear', 'amp', 'proven', 'time', 'amp', 'time', 'let', 'let', 'win']",True,7178,17673,positive
750,HillaryClinton,"['donald', 'trump', 'absolut', 'stand', 'behind', 'horribl', 'tweet', 'sexual', 'assault', 'militari']",True,1670,1899,negative
751,HillaryClinton,"['last', 'night', 'trump', 'chose', 'talk', 'deep', 'admir', 'support', 'putin', 'mayb', 'smile']",False,6907,17044,positive
752,HillaryClinton,"['next', 'time', 'donald', 'trump', 'throw', 'temper', 'tantrum', 'imagin', 'nuclear', 'code']",False,5281,8978,negative
753,HillaryClinton,"['love', 'countri', 'serv', 'entir', 'heart', 'mind', 'soul', 'hillari', 'tarmac', 'report']",False,2336,7480,positive
754,realDonaldTrump,"['rough', 'night', 'hillari', 'clinton', 'abc', 'news']",False,8941,29965,negative
755,HillaryClinton,"['one', 'candid', 'elect', 'readi', 'america', 'command', 'chief']",False,2851,8386,neutral
756,realDonaldTrump,"['wow', 'review', 'thank']",False,5212,22331,positive
757,realDonaldTrump,['come'],False,2326,10877,neutral
758,realDonaldTrump,"['thank', 'nice', 'review', 'last', 'night']",False,3929,16814,positive
759,realDonaldTrump,"['thank', 'america', 'great', 'poll']",False,9687,23543,positive
760,realDonaldTrump,"['thank', 'fantast', 'veteran', 'review', 'poll', 'almost', 'everyon', 'command', 'chief', 'present', 'great', 'nice']",False,9500,37224,positive
761,HillaryClinton,"['imagin', 'man', 'charg', 'men', 'woman', 'uniform']",False,1821,3755,neutral
762,HillaryClinton,"['trump', 'matt', 'lauer', 'iraq', 'total', 'war', 'proof', 'trump', 'lie']",True,3140,3842,negative
763,HillaryClinton,"['actual', 'take', 'offic', 'presid', 'seriou', 'look', 'like']",False,13354,35941,positive
764,HillaryClinton,"['trump', 'unpresidenti', 'trifecta', 'tonight', 'attack', 'gener', 'prai', 'putin', 'blame', 'woman', 'combat', 'sexual', 'assault']",True,8082,10884,negative
765,HillaryClinton,"['trump', 'tri', 'prove', 'fit', 'serv', 'presid', 'compar', 'unfavor', 'putin']",True,1864,2700,neutral
766,HillaryClinton,"['realli', 'believ', 'saw', 'republican', 'nomin', 'presid', 'heap', 'prai', 'thuggish', 'russian', 'leader', 'denigr', 'militari']",True,6667,10234,neutral
767,HillaryClinton,"['donald', 'trump', 'unqualifi', 'total', 'unfit', 'command', 'chief', 'stop', 'regist', 'vote', 'today']",False,3058,6320,negative
768,HillaryClinton,"['text', 'qualifi', 'agr', 'one', 'candid', 'tonight', 'show', 'readi', 'next', 'presid']",False,1321,4950,neutral
769,HillaryClinton,"['donald', 'trump', 'could', 'next', 'command', 'chief', 'chip', 'make', 'sure', 'never', 'happen']",False,1059,2772,neutral
770,HillaryClinton,"['correct', 'tweet', 'donald', 'trump']",False,6982,8468,positive
771,HillaryClinton,"['donald', 'trump', 'super', 'secret', 'plan', 'fight', 'isi', 'still', 'super', 'secret']",True,858,1615,positive
772,HillaryClinton,"['man', 'talk', 'veteran', 'militari', 'famili', 'like', 'deserv', 'command', 'chief']",True,4156,8944,positive
773,HillaryClinton,"['worst', 'part', 'first', 'time', 'donald', 'trump', 'prai', 'russia', 'putin']",False,3915,6082,negative
774,HillaryClinton,"['toda', 'la', 'herida', 'son', 'visibl', 'lo', 'veterano', 'merecen', 'el', 'mejor', 'cuidado', 'de', 'salud', 'mental', 'dispon']",True,505,1143,neutral
775,HillaryClinton,"['good', 'brain', 'donald', 'trump', 'foreign', 'polici', 'advisor']",False,1983,3612,positive
776,HillaryClinton,"['donald', 'trump', 'said', 'support', 'invad', 'iraq']",True,1512,1799,positive
777,HillaryClinton,"['tonight', 'trump', 'go', 'tri', 'claim', 'readi', 'command', 'chief', 'fact', 'say', 'otherwi', 'follow', 'see']",False,1119,3512,neutral
778,HillaryClinton,"['everi', 'wound', 'seen', 'veteran', 'deserv', 'best', 'mental', 'health', 'servic', 'give']",False,3460,9276,neutral
779,HillaryClinton,"['unlik', 'oppon', 'hillari', 'plan', 'defeat', 'isi', 'secret']",True,753,1476,positive
780,HillaryClinton,"['need', 'everyth', 'remov', 'barrier', 'health', 'care', 'veteran', 'need', 'whether', 'physic', 'mental']",False,1284,3868,neutral
781,HillaryClinton,"['let', 'va', 'privat', 'hillari']",False,970,2405,neutral
782,HillaryClinton,"['hillari', 'spent', 'decad', 'fight', 'veteran', 'member', 'militari', 'famili']",False,1366,2909,neutral
783,HillaryClinton,"['next', 'command', 'chief', 'need', 'steadi', 'strength', 'judgment', 'make', 'life', 'death', 'deci']",False,1131,3136,negative
784,HillaryClinton,"['take', 'experi', 'tough', 'steadi', 'tempera', 'command', 'chief']",False,2188,6667,positive
785,HillaryClinton,"['donald', 'trump', 'proven', 'unfit', 'command', 'chief']",False,2253,5053,neutral
786,HillaryClinton,"['person', 'trash', 'talk', 'militari', 'never', 'set', 'foot', 'oval', 'offic']",True,2895,6212,negative
787,HillaryClinton,"['must', 'forc', 'uniti', 'america', 'vision', 'includ', 'u', 'gen', 'john', 'allen', 'dnc']",True,420,1154,neutral
788,HillaryClinton,"['trump', 'pay', 'play', 'scandal', 'revolv', 'around', 'trump', 'u', 'scam', 'prey', 'peopl', 'like', 'militari', 'famili']",True,1794,2190,neutral
789,HillaryClinton,"['tonight', 'american', 'hear', 'trump', 'would', 'command', 'chief', 'reason', 'unfit', 'job']",False,1135,2324,negative
790,HillaryClinton,"['man', 'bait', 'tweet', 'man', 'trust', 'nuclear', 'weapon']",False,4461,8273,neutral
791,realDonaldTrump,"['thank', 'peter', 'elect', 'think', 'big', 'countri', 'amp', 'never', 'let', 'american', 'peopl']",False,8382,22041,positive
792,HillaryClinton,"['rt', 'believ', 'donald', 'trump', 'action', 'speak', 'louder', 'empti', 'word']",True,4940,6341,negative
793,HillaryClinton,"['man', 'talk', 'veteran', 'militari', 'famili', 'like', 'deserv', 'command', 'chief']",False,4156,8944,positive
794,realDonaldTrump,"['wow', 'thank', 'pensacola', 'fl', 'see', 'friday', 'pm', 'join']",False,7075,22533,positive
795,HillaryClinton,"['u', 'presid', 'entri', 'level', 'job', 'hillari', 'time', 'secretari', 'state', 'show', 'readi']",False,3516,8254,neutral
796,HillaryClinton,"['trump', 'use', 'charit', 'foundat', 'prevent', 'state', 'attorney', 'gener', 'investig', 'fraud']",False,2099,3590,negative
797,realDonaldTrump,[],False,9149,27548,neutral
798,HillaryClinton,"['leon', 'panetta', 'agr', 'hillari', 'one', 'best', 'secretari', 'state']",False,1369,3435,positive
799,HillaryClinton,"['download', 'app', 'complet', 'daili', 'challeng', 'elect', 'next', 'presid']",True,294,714,neutral
800,HillaryClinton,"['afford', 'presid', 'would', 'sabotag', 'effort', 'fight', 'climat', 'chang']",False,1845,4381,positive
801,HillaryClinton,"['hillari', 'tien', 'la', 'experiencia', 'confío', 'en', 'ella', 'para', 'mí', 'primero', 'paí', 'exsecretario', 'republicano', 'de', 'comercio']",True,618,1187,neutral
802,HillaryClinton,"['donald', 'trump', 'know', 'african', 'american', 'would', 'offend', 'push', 'birther', 'conspiraci']",False,2043,3834,negative
803,HillaryClinton,"['seal', 'took', 'bin', 'laden', 'brought', 'terrorist', 'famili', 'safeti', 'first', 'american', 'honor']",False,1706,4129,positive
804,realDonaldTrump,"['donald', 'trump', 'lead', 'hillari', 'clinton', 'point', 'among', 'militari', 'veteran', 'voter', 'poll']",False,8618,22958,positive
805,HillaryClinton,"['endor', 'democrat', 'presid', 'sinc', 'wwii', 'endor', 'hillari']",False,2426,5249,neutral
806,HillaryClinton,"['world', 'leader', 'hillari', 'tenur', 'secretari', 'state', 'prepar', 'presid']",False,3384,6986,neutral
807,HillaryClinton,"['recommend', 'u', 'presid']",True,4752,8149,positive
808,HillaryClinton,"['know', 'isi', 'gener', 'donald', 'trump']",False,3345,7549,neutral
809,realDonaldTrump,"['stand', 'cnn', 'attempt', 'bulli', 'shout', 'defend', 'bia']",False,5298,17312,neutral
810,HillaryClinton,"['donald', 'trump', 'show', 'american', 'respect', 'deserv', 'deserv', 'presid']",False,2971,7180,positive
811,HillaryClinton,"['enter', 'win', 'sign', 'copi', 'hillari', 'tim', 'new', 'book']",False,478,1484,positive
812,realDonaldTrump,"['interview', 'tonight', 'pme', 'enjoy']",False,3096,13398,positive
813,HillaryClinton,"['think', 'made', 'lot', 'sacrif', 'trump', 'respon', 'parent', 'humayun', 'khan', 'die', 'serv', 'iraq']",False,3859,7225,negative
